84.359;59.8077
72.8205;52.5
96.4103;49.4231
7.1795;90.1923
10.2564;80.9615
5.8974;14.8077
76.4103;56.3462
75.641;84.0385
73.3333;49.4231
21.5385;50.1923
38.9744;32.8846
18.9744;66.3462
16.9231;74.4231
85.3846;30.1923
9.2308;62.8846
34.359;37.8846
89.7436;74.4231
10.5128;90.1923
15.8974;94.8077
80.2564;59.0385
85.641;70.9615
7.4359;38.6538
30.2564;81.7308
76.4103;42.5
6.6667;80.1923
19.4872;55.5769
31.7949;40.5769
93.3333;94.8077
15.3846;78.2692
73.0769;57.8846
82.3077;69.4231
13.0769;91.7308
12.5641;75.9615
55.8974;38.6538
91.2821;70.9615
34.8718;55.9615
24.1026;55.5769
11.7949;70.9615
79.7436;77.8846
68.7179;49.4231
90.2564;80.1923
12.8205;83.6538
38.4615;36.7308
16.4103;57.5
87.4359;75.5769
11.5385;51.7308
98.4615;61.7308
33.0769;90.9615
26.4103;41.7308
5.641;75.5769
9.2308;83.6538
91.2821;26.3462
38.9744;41.7308
83.8462;50.5769
84.6154;67.1154
68.7179;27.1154
12.3077;80.1923
28.7179;63.2692
27.4359;52.8846
75.8974;66.3462
12.3077;87.1154
89.7436;85.5769
20.2564;73.6538
18.9744;36.3462
83.5897;97.8846
50.7692;4.0385
97.9487;94.0385
22.8205;46.3462
68.2051;41.3462
16.9231;83.6538
21.7949;64.0385
30.7692;48.6538
16.9231;70.1923
54.8718;24.8077
85.3846;83.2692
78.2051;61.7308
39.7436;28.6538
92.3077;82.8846
42.3077;22.1154
78.2051;59.4231
91.2821;78.2692
20;77.8846
36.9231;27.8846
74.359;69.4231
67.6923;61.7308
10.7692;76.7308
84.1026;42.5
75.8974;50.5769
93.8462;75.5769
73.8462;34.0385
7.1795;95.5769
87.1795;59.0385
60.5128;41.3462
3.5897;100.9615
14.359;71.3462
65.8974;43.2692
70;47.1154
80.2564;56.3462
24.8718;64.8077
35.641;33.6538
64.1026;37.8846
60.7692;25.1923
84.6154;74.4231
17.6923;51.7308
21.2821;57.5
64.6154;54.4231
30.5128;44.4231
70.2564;43.2692
27.1795;24.4231
82.0513;65.9615
26.4103;57.8846
8.4615;87.5
52.0513;57.1154
36.4103;38.2692
22.3077;85.5769
17.9487;61.3462
44.8718;35.1923
29.7436;36.3462
27.6923;46.3462
63.5897;34.8077
67.4359;37.8846
14.6154;65.5769
72.8205;63.2692
28.4615;69.8077
66.6667;33.2692
61.0256;32.5
4.8718;85.1923
4.6154;96.7308
22.0513;68.6538
78.4615;52.8846
88.2051;89.4231
32.8205;42.5
97.6923;85.5769
79.4872;67.1154
87.9487;69.4231
2.5641;91.7308
29.2308;41.3462
25.641;50.5769
20.2564;60.1923
23.0769;52.8846
97.1795;75.5769
93.5897;87.1154
35.8974;47.8846
64.359;30.9615
23.8462;60.1923
67.9487;44.0385
85.641;79.4231
72.5641;45.5769
82.5641;62.5
37.4359;67.8846
